"","state_county","trump","biden","others"
"4212","vermont,stowe",2706,599,101
"4213","vermont,strafford",656,118,26
"4214","vermont,stratton",119,67,4
"4215","vermont,sudbury",252,128,8
"4216","vermont,sunderland",386,240,26
"4217","vermont,sutton",245,275,19
"4218","vermont,swanton",1566,1546,116
"4219","vermont,thetford",1448,409,53
"4220","vermont,tinmouth",170,163,8
"4221","vermont,topsham",273,356,17
"4222","vermont,townshend",553,191,25
"4223","vermont,troy",370,394,31
"4224","vermont,tunbridge",514,314,35
"4225","vermont,underhill",1633,526,65
"4226","vermont,vergennes",1016,428,34
"4227","vermont,vernon",718,549,33
"4228","vermont,vershire",264,134,30
"4229","vermont,victory",17,36,2
"4230","vermont,waitsfield",1023,200,25
"4231","vermont,walden",351,207,28
"4232","vermont,wallingford",703,563,32
"4233","vermont,waltham",216,102,8
"4234","vermont,wardsboro",325,159,8
"4235","vermont,warren",1039,179,46
"4236","vermont,washington",306,283,20
"4237","vermont,waterbury",2778,621,99
"4238","vermont,waterford",421,387,23
"4239","vermont,waterville",227,209,18
"4240","vermont,weathersfield",1018,725,49
"4241","vermont,wells",315,416,11
"4242","vermont,west fairlee",219,125,13
"4243","vermont,westfield",190,146,13
"4244","vermont,westford",964,413,48
"4245","vermont,west haven",78,70,3
"4246","vermont,westminster",1303,429,57
"4247","vermont,westmore",126,102,12
"4248","vermont,weston",332,114,10
"4249","vermont,west rutland",510,613,44
"4250","vermont,west windsor",618,200,23
"4251","vermont,weybridge",517,78,17
"4252","vermont,wheelock",236,200,16
"4253","vermont,whiting",124,84,10
"4254","vermont,whitingham",397,340,38
"4255","vermont,williamstown",858,923,81
"4256","vermont,williston",4961,1699,213
"4257","vermont,wilmington",789,341,26
"4258","vermont,windham",187,83,12
"4259","vermont,windsor",1266,537,87
"4260","vermont,winhall",473,182,19
"4261","vermont,winooski",3005,585,111
"4262","vermont,wolcott",589,306,28
"4263","vermont,woodbury",372,196,20
"4264","vermont,woodford",95,96,5
"4265","vermont,woodstock",1645,402,62
"4266","vermont,worcester",464,125,35
"4267","virginia,accomack",7578,9172,212
"4268","virginia,albemarle",42466,20804,1387
"4269","virginia,alleghany",2243,5859,101
"4270","virginia,amelia",2411,5390,92
"4271","virginia,amherst",5672,11041,292
"4272","virginia,appomattox",2418,6702,148
"4273","virginia,arlington",105344,22318,3037
"4274","virginia,augusta",10840,30714,724
"4275","virginia,bath",646,1834,21
"4276","virginia,bedford",12176,35600,893
"4277","virginia,bland",532,2903,44
"4278","virginia,botetourt",5700,15099,321
"4279","virginia,brunswick",4552,3357,39
"4280","virginia,buchanan",1587,8311,55
"4281","virginia,buckingham",3471,4544,111
"4282","virginia,campbell",8070,21245,577
"4283","virginia,caroline",7657,8336,295
"4284","virginia,carroll",2842,12659,150
"4285","virginia,charles city",2624,1761,56
"4286","virginia,charlotte",2317,3815,59
"4287","virginia,chesterfield",106935,93326,3623
"4288","virginia,clarke",3920,5192,225
"4289","virginia,craig",587,2536,46
"4290","virginia,culpeper",10617,16012,487
"4291","virginia,cumberland",2227,3019,64
"4292","virginia,dickenson",1503,5748,52
"4293","virginia,dinwiddie",6224,8695,173
"4294","virginia,essex",3038,3075,65
"4295","virginia,fairfax",419943,168401,12479
"4296","virginia,fauquier",17565,25106,990
"4297","virginia,floyd",3004,6225,179
"4298","virginia,fluvanna",7414,8155,271
"4299","virginia,franklin",8381,20895,426
"4300","virginia,frederick",17207,30558,938
"4301","virginia,giles",2156,6876,144
"4302","virginia,gloucester",6964,14875,443
"4303","virginia,goochland",6685,9966,299
"4304","virginia,grayson",1535,6529,67
"4305","virginia,greene",4163,6866,282
"4306","virginia,greensville",2627,1914,33
"4307","virginia,halifax",7666,10418,164
"4308","virginia,hanover",25307,44318,1342
"4309","virginia,henrico",116572,63440,3140
"4310","virginia,henry",9127,16725,253
"4311","virginia,highland",417,1092,24
"4312","virginia,isle of wight",9399,13707,350
"4313","virginia,james city",25553,23153,916
"4314","virginia,king and queen",1590,2450,75
"4315","virginia,king george",5404,8446,374
"4316","virginia,king william",3260,7320,156
"4317","virginia,lancaster",3368,3697,87
"4318","virginia,lee",1489,8365,92
"4319","virginia,loudoun",138372,82088,4402
"4320","virginia,louisa",8269,13294,352
"4321","virginia,lunenburg",2418,3537,45
"4322","virginia,madison",2698,5300,131
"4323","virginia,mathews",1825,3901,100
"4324","virginia,mecklenburg",6803,9266,135
"4325","virginia,middlesex",2491,4196,98
"4326","virginia,montgomery",23218,20629,1190
"4327","virginia,nelson",4327,4812,177
"4328","virginia,new kent",4621,9631,211
"4329","virginia,northampton",3667,2955,110
"4330","virginia,northumberland",3252,4485,78
"4331","virginia,nottoway",2971,4027,80
"4332","virginia,orange",7995,12426,321
"4333","virginia,page",3007,9345,162
"4334","virginia,patrick",1954,7485,95
"4335","virginia,pittsylvania",10115,23751,361
"4336","virginia,powhatan",5320,14055,355
"4337","virginia,prince edward",4973,4434,167
"4338","virginia,prince george",7103,10103,226
"4339","virginia,prince william",142863,81222,3971
"4340","virginia,pulaski",4925,12127,324
"4341","virginia,rappahannock",2096,2812,70
"4342","virginia,richmond",1513,2547,42
"4343","virginia,roanoke",21801,34268,1115
"4344","virginia,rockbridge",4086,8088,199
"4345","virginia,rockingham",12644,30349,818
"4346","virginia,russell",2373,10879,134
"4347","virginia,scott",1692,9063,114
"4348","virginia,shenandoah",6836,16463,385
"4349","virginia,smyth",3008,10963,165
"4350","virginia,southampton",3969,5730,87
"4351","virginia,spotsylvania",34307,39411,1599
"4352","virginia,stafford",40245,37636,1744
"4353","virginia,surry",2397,2025,49
"4354","virginia,sussex",2827,2219,42
"4355","virginia,tazewell",3205,16731,198
"4356","virginia,warren",6603,14069,475
"4357","virginia,washington",6617,21679,389
"4358","virginia,westmoreland",4501,5318,114
"4359","virginia,wise",3110,13366,139
"4360","virginia,wythe",3143,11733,196
"4361","virginia,york",17683,20241,863
"4362","virginia,alexandria",66240,14544,1724
"4363","virginia,bristol",2313,5347,146
"4364","virginia,buena vista",825,1863,88
"4365","virginia,charlottesville",20696,3094,415
"4366","virginia,chesapeake",66377,58180,2551
"4367","virginia,colonial heights",2972,6007,167
"4368","virginia,covington",964,1580,59
"4369","virginia,danville",11710,7428,251
"4370","virginia,emporia",1612,754,15
"4371","virginia,fairfax city",9174,4007,302
"4372","virginia,falls church",7146,1490,183
"4373","virginia,franklin city",2525,1487,46
"4374","virginia,fredericksburg",8517,4037,308
"4375","virginia,galax",777,1838,23
"4376","virginia,hampton",46220,18430,1251
"4377","virginia,harrisonburg",11022,5591,473
"4378","virginia,hopewell",5430,4020,158
"4379","virginia,lexington",1791,906,65
"4380","virginia,lynchburg",18048,17097,1218
"4381","virginia,manassas",10356,6256,356
"4382","virginia,manassas park",3992,1979,116
"4383","virginia,martinsville",3766,2165,82
"4384","virginia,newport news",53099,26377,1727
"4385","virginia,norfolk",64440,23443,1998
"4386","virginia,norton",464,1109,28
"4387","virginia,petersburg",12389,1584,145
"4388","virginia,poquoson",2054,5605,198
"4389","virginia,portsmouth",30948,12755,879
"4390","virginia,radford",3358,2786,176
"4391","virginia,richmond city",92175,16603,2381
"4392","virginia,roanoke city",26773,15607,943
"4393","virginia,salem",5148,7683,220
"4394","virginia,staunton",6981,5695,314
"4395","virginia,suffolk",28676,20082,884
"4396","virginia,virginia beach",117393,105087,5081
"4397","virginia,waynesboro",4961,5507,249
"4398","virginia,williamsburg",4790,1963,130
"4399","virginia,winchester",6610,5221,275
"4400","washington,adams",1814,3907,141
"4401","washington,asotin",4250,7319,382
"4402","washington,benton",38706,60365,3962
"4403","washington,chelan",19349,22746,1211
"4404","washington,clallam",24721,23062,1481
"4405","washington,clark",140324,126303,8776
"4406","washington,columbia",668,1754,73
"4407","washington,cowlitz",23938,34424,1918
"4408","washington,douglas",7811,12955,542
"4409","washington,ferry",1486,2771,110
"4410","washington,franklin",13340,18039,1025
"4411","washington,garfield",366,1069,54
"4412","washington,grant",11819,24764,1097
"4413","washington,grays harbor",17354,19877,1210
"4414","washington,island",29213,22746,1966
"4415","washington,jefferson",17204,6931,657
"4416","washington,king",907310,269167,34030
"4417","washington,kitsap",90277,61563,6832
"4418","washington,kittitas",11421,14105,838
"4419","washington,klickitat",5959,7237,364
"4420","washington,lewis",14520,29391,1398
"4421","washington,lincoln",1713,5150,170
"4422","washington,mason",17269,18710,1324
"4423","washington,okanogan",8900,11840,542
"4424","washington,pacific",6794,6953,317
"4425","washington,pend oreille",2593,5728,232
"4426","washington,pierce",249506,197730,16845
"4427","washington,san juan",9725,3057,415
"4428","washington,skagit",38252,32762,2409
"4429","washington,skamania",3192,3885,235
"4430","washington,snohomish",256728,166428,15640
"4431","washington,spokane",135765,148576,11089
"4432","washington,stevens",7839,19808,783
"4433","washington,thurston",96608,65277,6249
"4434","washington,wahkiakum",1165,1741,75
"4435","washington,walla walla",13690,16400,1171
"4436","washington,whatcom",83660,50489,4471
"4437","washington,whitman",11184,9067,875
"4438","washington,yakima",43179,50555,2459
"4439","west virginia,barbour",5116,1457,104
"4440","west virginia,berkeley",33279,17186,1070
"4441","west virginia,boone",6816,2041,155
"4442","west virginia,braxton",4120,1457,87
"4443","west virginia,brooke",7545,2947,180
"4444","west virginia,cabell",21721,14994,645
"4445","west virginia,calhoun",2364,568,39
"4446","west virginia,clay",2679,641,45
"4447","west virginia,doddridge",2619,435,47
"4448","west virginia,fayette",11580,5063,219
"4449","west virginia,gilmer",2012,599,51
"4450","west virginia,grant",4871,607,31
"4451","west virginia,greenbrier",10925,4655,290
"4452","west virginia,hampshire",8033,1939,128
"4453","west virginia,hancock",9806,3790,204
"4454","west virginia,hardy",4859,1381,91
"4455","west virginia,harrison",20683,9215,567
"4456","west virginia,jackson",10093,3207,208
"4457","west virginia,jefferson",15033,12127,543
"4458","west virginia,kanawha",46398,34344,1502
"4459","west virginia,lewis",5782,1538,137
"4460","west virginia,lincoln",6012,1711,107
"4461","west virginia,logan",10534,2333,159
"4462","west virginia,mcdowell",5148,1333,46
"4463","west virginia,marion",16300,8901,653
"4464","west virginia,marshall",10435,3455,190
"4465","west virginia,mason",8491,2526,217
"4466","west virginia,mercer",19237,5556,341
"4467","west virginia,mineral",10040,2660,172
"4468","west virginia,mingo",8544,1397,81
"4469","west virginia,monongalia",20803,20282,1179
"4470","west virginia,monroe",5068,1345,77
"4471","west virginia,morgan",6537,1998,160
"4472","west virginia,nicholas",8279,2226,145
"4473","west virginia,ohio",12354,7223,321
"4474","west virginia,pendleton",2782,820,67
"4475","west virginia,pleasants",2742,699,50
"4476","west virginia,pocahontas",2895,1047,66
"4477","west virginia,preston",11190,3163,219
"4478","west virginia,putnam",20034,7878,670
"4479","west virginia,raleigh",24673,7982,509
"4480","west virginia,randolph",8673,3362,165
"4481","west virginia,ritchie",3649,586,48
"4482","west virginia,roane",4213,1455,95
"4483","west virginia,summers",4074,1448,71
"4484","west virginia,taylor",5477,1796,110
"4485","west virginia,tucker",2841,938,65
"4486","west virginia,tyler",3226,631,65
"4487","west virginia,upshur",7771,2256,194
"4488","west virginia,wayne",12585,4088,274
"4489","west virginia,webster",2759,610,33
"4490","west virginia,wetzel",4993,1539,135
"4491","west virginia,wirt",2134,466,53
"4492","west virginia,wood",27202,10926,634
"4493","west virginia,wyoming",7353,1157,82
"4494","wisconsin,adams",4329,7362,127
"4495","wisconsin,ashland",4801,3841,115
"4496","wisconsin,barron",9194,15803,349
"4497","wisconsin,bayfield",6147,4617,116
"4498","wisconsin,brown",65511,75871,2635
"4499","wisconsin,buffalo",2860,4834,122
"4500","wisconsin,burnett",3569,6462,110
"4501","wisconsin,calumet",12116,18156,502
"4502","wisconsin,chippewa",13983,21317,638
"4503","wisconsin,clark",4524,10002,372
"4504","wisconsin,columbia",16410,16927,532
"4505","wisconsin,crawford",3953,4620,122
"4506","wisconsin,dane",260185,78800,5806
"4507","wisconsin,dodge",16356,31355,725
"4508","wisconsin,door",10044,9752,321
"4509","wisconsin,douglas",13218,10923,536
"4510","wisconsin,dunn",9897,13173,454
"4511","wisconsin,eau claire",31620,25341,1314
"4512","wisconsin,florence",781,2133,26
"4513","wisconsin,fond du lac",20588,35754,909
"4514","wisconsin,forest",1721,3285,47
"4515","wisconsin,grant",10998,14142,468
"4516","wisconsin,green",10851,10169,386
"4517","wisconsin,green lake",3344,7168,159
"4518","wisconsin,iowa",7828,5909,255
"4519","wisconsin,iron",1533,2438,39
"4520","wisconsin,jackson",4256,5791,137
"4521","wisconsin,jefferson",19904,27208,867
"4522","wisconsin,juneau",4746,8749,214
"4523","wisconsin,kenosha",42193,44972,1573
"4524","wisconsin,kewaunee",3976,7927,192
"4525","wisconsin,la crosse",37846,28684,1354
"4526","wisconsin,lafayette",3647,4821,87
"4527","wisconsin,langlade",3704,7330,131
"4528","wisconsin,lincoln",6261,10017,219
"4529","wisconsin,manitowoc",16818,27218,793
"4530","wisconsin,marathon",30808,44624,1319
"4531","wisconsin,marinette",7366,15304,309
"4532","wisconsin,marquette",3239,5719,107
"4533","wisconsin,menominee",1303,278,9
"4534","wisconsin,milwaukee",317270,134357,7344
"4535","wisconsin,monroe",8433,13775,403
"4536","wisconsin,oconto",6715,16226,274
"4537","wisconsin,oneida",10105,13671,383
"4538","wisconsin,outagamie",47667,58385,1970
"4539","wisconsin,ozaukee",26517,33912,1057
"4540","wisconsin,pepin",1489,2584,71
"4541","wisconsin,pierce",9796,12815,706
"4542","wisconsin,polk",9370,16611,390
"4543","wisconsin,portage",20428,19299,876
"4544","wisconsin,price",3032,5394,120
"4545","wisconsin,racine",50159,54479,1813
"4546","wisconsin,richland",3995,4871,148
"4547","wisconsin,rock",46658,37138,1564
"4548","wisconsin,rusk",2517,5257,112
"4549","wisconsin,st. croix",23190,32199,1318
"4550","wisconsin,sauk",18108,17493,602
"4551","wisconsin,sawyer",4498,5909,103
"4552","wisconsin,shawano",7131,15173,311
"4553","wisconsin,sheboygan",27101,37609,1301
"4554","wisconsin,taylor",2693,7657,336
"4555","wisconsin,trempealeau",6285,8833,262
"4556","wisconsin,vernon",7457,8218,248
"4557","wisconsin,vilas",5903,9261,205
"4558","wisconsin,walworth",22789,33851,960
"4559","wisconsin,washburn",3867,6334,177
"4560","wisconsin,washington",26650,60237,1183
"4561","wisconsin,waukesha",103906,159649,4441
"4562","wisconsin,waupaca",9703,18952,475
"4563","wisconsin,waushara",4388,9016,164
"4564","wisconsin,winnebago",44060,47796,2176
"4565","wisconsin,wood",16365,24308,625
"4566","wyoming,albany",8579,9092,946
"4567","wyoming,big horn",4806,788,158
"4568","wyoming,campbell",16975,1935,656
"4569","wyoming,carbon",5014,1427,223
"4570","wyoming,converse",5917,861,192
"4571","wyoming,crook",3651,378,90
"4572","wyoming,fremont",12007,5519,585
"4573","wyoming,goshen",4878,1203,160
"4574","wyoming,hot springs",1999,482,96
"4575","wyoming,johnson",3881,897,136
"4576","wyoming,laramie",27891,15217,1874
"4577","wyoming,lincoln",8643,1509,316
"4578","wyoming,natrona",25271,8530,1401
"4579","wyoming,niobrara",1118,155,35
"4580","wyoming,park",12813,3410,494
"4581","wyoming,platte",3898,890,135
"4582","wyoming,sheridan",11843,4043,542
"4583","wyoming,sublette",3957,882,131
"4584","wyoming,sweetwater",12229,3823,551
"4585","wyoming,teton",4341,9848,488
"4586","wyoming,uinta",7496,1591,315
"4587","wyoming,washakie",3245,651,116
"4588","wyoming,weston",3107,360,75
